budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
130000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://happyfeettwo.warnerbros.com/index.html,65759,"[{""id"": 3028, ""name"": ""penguin""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]",en,Happy Feet Two,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",17.7735,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dr D Studios"", ""id"": 28381}, {""name"": ""Kennedy Miller Mitchell"", ""id"": 28382}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",17-11-2011,150406466,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every step counts.,Happy Feet Two,5.8,373
150000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",,1724,"[{""id"": 242, ""name"": ""new york""}, {""id"": 1809, ""name"": ""rio de janeiro""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 10834, ""name"": ""super soldier""}, {""id"": 12555, ""name"": ""tony stark""}, {""id"": 160977, ""name"": ""virginia""}, {""id"": 162365, ""name"": ""military""}, {""id"": 179100, ""name"": ""hulk""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 200918, ""name"": ""angry""}, {""id"": 202816, ""name"": ""bruce banner""}]",en,The Incredible Hulk,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",62.898336,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Valhalla Motion Pictures"", ""id"": 11533}, {""name"": ""MVL Incredible Productions"", ""id"": 25121}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12-06-2008,163712074,114,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You'll like him when he's angry.,The Incredible Hulk,6.1,3021
140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://movies.disney.com/the-bfg,267935,"[{""id"": 212, ""name"": ""london england""}, {""id"": 392, ""name"": ""england""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 12663, ""name"": ""little girl""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 189099, ""name"": ""giant""}, {""id"": 227364, ""name"": ""evil brother""}]",en,The BFG,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",44.19092,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Walden Media"", ""id"": 10221}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-06-2016,183345589,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The world is more giant than you can imagine.,The BFG,6,1000
135000000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.foxmovies.com/movies/the-revenant,281957,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 570, ""name"": ""rape""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 2522, ""name"": ""grizzly bear""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 9454, ""name"": ""frontier""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 157164, ""name"": ""animal death""}, {""id"": 158175, ""name"": ""bear attack""}, {""id"": 159138, ""name"": ""death of son""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 194976, ""name"": ""fur trapper""}]",en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",100.635882,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""CatchPlay"", ""id"": 8870}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Hong Kong Alpha Motion Pictures Co."", ""id"": 13796}, {""name"": ""RatPac Entertainment"", ""id"": 28732}, {""name"": ""M Productions"", ""id"": 52660}, {""name"": ""Monarchy Enterprises S.a.r.l."", ""id"": 77845}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""TW"", ""name"": ""Taiwan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-12-2015,532950503,156,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"(n. One who has returned, as if from the dead.)",The Revenant,7.3,6396
135000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://www.turbomovie.com/,77950,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 830, ""name"": ""car race""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 3428, ""name"": ""speed""}, {""id"": 3720, ""name"": ""power""}, {""id"": 4455, ""name"": ""snail""}, {""id"": 6525, ""name"": ""fast""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 33637, ""name"": ""superpower""}, {""id"": 167986, ""name"": ""racer""}]",en,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,44.765377,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11-07-2013,282570682,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,SLO NO MO,Turbo,6.1,1074
135000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 37, ""name"": ""Western""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.rangomovie.com/,44896,"[{""id"": 798, ""name"": ""sheriff""}, {""id"": 1197, ""name"": ""nevada""}, {""id"": 2551, ""name"": ""pet""}, {""id"": 12764, ""name"": ""rango""}, {""id"": 14569, ""name"": ""chameleon""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 14571, ""name"": ""cactus""}, {""id"": 14585, ""name"": ""terrarium""}, {""id"": 14586, ""name"": ""construction site""}, {""id"": 14587, ""name"": ""armadillo""}, {""id"": 14588, ""name"": ""disillusionment""}]",en,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",29.91353,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Blind Wink"", ""id"": 10262}, {""name"": ""Paramount Animation"", ""id"": 24955}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02-03-2011,245724603,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Heroes come in all different colors.,Rango,6.6,2051
132000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",,270946,"[{""id"": 3028, ""name"": ""penguin""}, {""id"": 3645, ""name"": ""madagascar""}, {""id"": 209714, ""name"": ""3d""}]",en,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",84.366984,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22-11-2014,373552094,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Movie Event That Will Blow Their Cover,Penguins of Madagascar,6.5,1346
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.universalstudiosentertainment.com/the-bourne-ultimatum/,2503,"[{""id"": 90, ""name"": ""paris""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 744, ""name"": ""madrid""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1295, ""name"": ""europe""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 3851, ""name"": ""dangerous""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 4087, ""name"": ""revelation""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 6710, ""name"": ""interpol""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 18269, ""name"": ""moskow""}, {""id"": 164148, ""name"": ""dark past""}, {""id"": 185702, ""name"": ""langley virginia""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 226521, ""name"": ""chase on the roof""}, {""id"": 226522, ""name"": ""security leak""}]",en,The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",45.381501,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Ludlum Entertainment"", ""id"": 11347}, {""name"": ""Motion Picture BETA Produktionsgesellschaft"", ""id"": 11348}, {""name"": ""Bourne Again"", ""id"": 11349}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",03-08-2007,442824138,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Remember everything. Forgive nothing.,The Bourne Ultimatum,7.3,2888
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.kungfupanda.com/,9502,"[{""id"": 478, ""name"": ""china""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 780, ""name"": ""kung fu""}, {""id"": 1310, ""name"": ""mentor""}, {""id"": 1585, ""name"": ""snake""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 1998, ""name"": ""shop""}, {""id"": 2660, ""name"": ""strong woman""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4809, ""name"": ""tiger""}, {""id"": 6362, ""name"": ""turtle""}, {""id"": 8531, ""name"": ""panda""}, {""id"": 9362, ""name"": ""sensei""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 14955, ""name"": ""fighting""}, {""id"": 15036, ""name"": ""ancient china""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 33401, ""name"": ""master""}, {""id"": 40850, ""name"": ""destiny""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 185319, ""name"": ""monkey warrior""}, {""id"": 193046, ""name"": ""noodle""}]",en,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",84.689648,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",04-06-2008,631744560,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Prepare for awesomeness.,Kung Fu Panda,6.9,3145
130000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",http://marvel.com/movies/movie/180/ant-man,102899,"[{""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 209714, ""name"": ""3d""}]",en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",120.09361,"[{""name"": ""Marvel Studios"", ""id"": 420}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-07-2015,519311965,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Heroes don't get any bigger.,Ant-Man,7,5880
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.thehungergames.movie/,101299,"[{""id"": 271, ""name"": ""competition""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1310, ""name"": ""mentor""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1382, ""name"": ""factory""}, {""id"": 2136, ""name"": ""television""}, {""id"": 2903, ""name"": ""propaganda""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5740, ""name"": ""alliance""}, {""id"": 6186, ""name"": ""games""}, {""id"": 8570, ""name"": ""president""}, {""id"": 8862, ""name"": ""uprising""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 11196, ""name"": ""rebellion""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 12380, ""name"": ""tournament""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 15017, ""name"": ""danger""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 171956, ""name"": ""winner""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",76.310119,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Color Force"", ""id"": 5420}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-11-2013,847423452,146,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every revolution begins with a spark.,The Hunger Games: Catching Fire,7.4,6495
135000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",http://www.meettheboov.com/,228161,"[{""id"": 6054, ""name"": ""friendship""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 197194, ""name"": ""alien friendship""}, {""id"": 235972, ""name"": ""awful leader""}, {""id"": 235974, ""name"": ""taking resposibility""}]",en,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",63.473086,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-03-2015,368871007,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Worlds Collide,Home,6.8,1519
132000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",,74,"[{""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 586, ""name"": ""new jersey""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 207569, ""name"": ""human subjugation""}]",en,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",48.572726,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",28-06-2005,591739379,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They're already here.,War of the Worlds,6.2,2322
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,8961,"[{""id"": 416, ""name"": ""miami""}, {""id"": 529, ""name"": ""ku klux klan""}, {""id"": 701, ""name"": ""cuba""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1941, ""name"": ""ecstasy""}, {""id"": 7963, ""name"": ""guant\u00e1namo""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 12648, ""name"": ""bromance""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18026, ""name"": ""drug lord""}, {""id"": 18067, ""name"": ""exploding house""}, {""id"": 155799, ""name"": ""narcotics cop""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 156805, ""name"": ""dea agent""}, {""id"": 167316, ""name"": ""buddy cop""}, {""id"": 179093, ""name"": ""criminal underworld""}, {""id"": 219404, ""name"": ""action hero""}, {""id"": 226380, ""name"": ""haitian gang""}, {""id"": 226381, ""name"": ""minefield""}]",en,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",38.068736,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-07-2003,273339556,147,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"If you can't stand the heat, get out of Miami.",Bad Boys II,6.3,1564
130000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",,417859,"[{""id"": 4414, ""name"": ""adventure""}, {""id"": 6187, ""name"": ""fairy-tale figure""}]",en,Puss in Boots,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",20.678787,"[{""name"": ""DreamWorks"", ""id"": 7}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",28-10-2011,554987477,90,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Live for danger. Fight for justice. Pray for mercy.,Puss in Boots,6.4,451
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.sonypictures.com/homevideo/salt/,27576,"[{""id"": 441, ""name"": ""assassination""}, {""id"": 470, ""name"": ""spy""}, {""id"": 591, ""name"": ""cia""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2111, ""name"": ""soviet union""}, {""id"": 3637, ""name"": ""double agent""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 12366, ""name"": ""hitwoman""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 190654, ""name"": ""russian spy""}, {""id"": 190981, ""name"": ""intelligence officer""}, {""id"": 208314, ""name"": ""action heroine""}]",en,Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",48.829437,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-07-2010,293329073,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,Who is Salt?,Salt,6.2,2093
125000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.noahmovie.com,86834,"[{""id"": 3036, ""name"": ""bible""}, {""id"": 9649, ""name"": ""god""}, {""id"": 195790, ""name"": ""noah""}, {""id"": 209714, ""name"": ""3d""}]",en,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,46.115758,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Protozoa Pictures"", ""id"": 7503}, {""name"": ""Disruption Entertainment"", ""id"": 10256}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-03-2014,362637473,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The end of the world is just the beginning.,Noah,5.6,2350
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.us.movie.tintin.com/,17578,"[{""id"": 483, ""name"": ""riddle""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 3423, ""name"": ""liquor""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 10733, ""name"": ""sunken treasure""}, {""id"": 11121, ""name"": ""plot""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 210313, ""name"": ""action""}]",en,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",89.938296,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Hemisphere Media Capital"", ""id"": 9169}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-10-2011,371940071,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"This year, discover how far adventure will take you.",The Adventures of Tintin,6.7,2061
